envoy-1  | 2026-09-23T10:11:13.221895357Z [2026-09-23 10:11:13.221][1][info][main] [external/envoy/source/server/server.cc:467] initializing epoch 0 (base id=0, hot restart version=11.104)
envoy-1          | 2026-09-23T10:11:13.228457040Z [2026-09-23 10:11:13.228][1][info][main] [external/envoy/source/server/server.cc:534]   request header map: 664 bytes: :authority,:method,:path,:protocol,:scheme,accept,accept-encoding,access-control-request-headers,access-control-request-method,access-control-request-private-network,authentication,authorization,cache-control,cdn-loop,connection,content-encoding,content-length,content-type,expect,grpc-accept-encoding,grpc-timeout,if-match,if-modified-since,if-none-match,if-range,if-unmodified-since,keep-alive,origin,pragma,proxy-connection,proxy-status,referer,te,transfer-encoding,upgrade,user-agent,via,x-client-trace-id,x-envoy-attempt-count,x-envoy-decorator-operation,x-envoy-downstream-service-cluster,x-envoy-downstream-service-node,x-envoy-expected-rq-timeout-ms,x-envoy-external-address,x-envoy-force-trace,x-envoy-hedge-on-per-try-timeout,x-envoy-internal,x-envoy-ip-tags,x-envoy-is-timeout-retry,x-envoy-max-retries,x-envoy-original-host,x-envoy-original-path,x-envoy-original-url,x-envoy-retriable-header-names,x-envoy-retriable-status-codes,x-envoy-retry-grpc-on,x-envoy-retry-on,x-envoy-upstream-alt-stat-name,x-envoy-upstream-rq-per-try-timeout-ms,x-envoy-upstream-rq-timeout-alt-response,x-envoy-upstream-rq-timeout-ms,x-envoy-upstream-stream-duration-ms,x-forwarded-client-cert,x-forwarded-for,x-forwarded-host,x-forwarded-port,x-forwarded-proto,x-request-id
envoy-1          | 2026-09-23T10:11:13.228467119Z [2026-09-23 10:11:13.228][1][info][main] [external/envoy/source/server/server.cc:534]   request trailer map: 120 bytes: 
envoy-1          | 2026-09-23T10:11:13.228480112Z [2026-09-23 10:11:13.228][1][info][main] [external/envoy/source/server/server.cc:534]   response header map: 432 bytes: :status,access-control-allow-credentials,access-control-allow-headers,access-control-allow-methods,access-control-allow-origin,access-control-allow-private-network,access-control-expose-headers,access-control-max-age,age,cache-control,connection,content-encoding,content-length,content-type,date,etag,expires,grpc-message,grpc-status,keep-alive,last-modified,location,proxy-connection,proxy-status,server,transfer-encoding,upgrade,vary,via,x-envoy-attempt-count,x-envoy-decorator-operation,x-envoy-degraded,x-envoy-immediate-health-check-fail,x-envoy-ratelimited,x-envoy-upstream-canary,x-envoy-upstream-healthchecked-cluster,x-envoy-upstream-service-time,x-request-id
envoy-1          | 2026-09-23T10:11:13.228485732Z [2026-09-23 10:11:13.228][1][info][main] [external/envoy/source/server/server.cc:534]   response trailer map: 144 bytes: grpc-message,grpc-status
envoy-1          | 2026-09-23T10:11:13.239017994Z [2026-09-23 10:11:13.238][1][info][main] [external/envoy/source/server/server.cc:942] runtime: {}
envoy-1          | 2026-09-23T10:11:13.239272086Z [2026-09-23 10:11:13.239][1][info][main] [external/envoy/source/server/server.cc:774] Starting admin HTTP server at 0.0.0.0:9901
envoy-1          | 2026-09-23T10:11:13.239401005Z [2026-09-23 10:11:13.239][1][info][admin] [external/envoy/source/server/admin/admin.cc:65] admin address: 0.0.0.0:9901
envoy-1          | 2026-09-23T10:11:13.239551475Z [2026-09-23 10:11:13.239][1][info][config] [external/envoy/source/server/configuration_impl.cc:181] loading tracing configuration
envoy-1          | 2026-09-23T10:11:13.239559184Z [2026-09-23 10:11:13.239][1][info][config] [external/envoy/source/server/configuration_impl.cc:132] loading 0 static secret(s)
envoy-1          | 2026-09-23T10:11:13.239564611Z [2026-09-23 10:11:13.239][1][info][config] [external/envoy/source/server/configuration_impl.cc:138] loading 2 cluster(s)
envoy-1          | 2026-09-23T10:11:13.242245759Z [2026-09-23 10:11:13.242][1][info][config] [external/envoy/source/server/configuration_impl.cc:148] loading 1 listener(s)
envoy-1          | 2026-09-23T10:11:13.302276363Z [2026-09-23 10:11:13.301][1][debug][wasm] [external/envoy/source/extensions/common/wasm/wasm.cc:326] Base Wasm created 1 now active
envoy-1          | 2026-09-23T10:11:33.782291906Z [2026-09-23 10:11:33.781][1][debug][wasm] [external/envoy/source/extensions/common/wasm/wasm.cc:364] Thread-Local Wasm created 2 now active
envoy-1          | 2026-09-23T10:11:33.790466002Z [2026-09-23 10:11:33.790][1][debug][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1538] wasm log response-cache response-cache: [response-cache] [nil] [nil] cache provider is set to redis
envoy-1          | 2026-09-23T10:11:33.790508902Z [2026-09-23 10:11:33.790][1][warning][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1544] wasm log response-cache response-cache: failed to init redis: error status returned by host: bad argument, will retry after
envoy-1          | 2026-09-23T10:11:33.790520927Z [2026-09-23 10:11:33.790][1][error][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1547] wasm log response-cache response-cache: [response-cache] [nil] [nil] redis init failed, will try later
envoy-1          | 2026-09-23T10:11:33.790531443Z [2026-09-23 10:11:33.790][1][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log response-cache response-cache: [response-cache] [nil] [nil] plugin start successfully
envoy-1          | 2026-09-23T10:11:33.790542422Z [2026-09-23 10:11:33.790][1][debug][wasm] [external/envoy/source/extensions/common/wasm/wasm.cc:417] ~Wasm 1 remaining active
envoy-1          | 2026-09-23T10:11:33.797987617Z [2026-09-23 10:11:33.797][1][debug][wasm] [external/envoy/source/extensions/common/wasm/wasm.cc:364] Thread-Local Wasm created 2 now active
envoy-1          | 2026-09-23T10:11:33.805665023Z [2026-09-23 10:11:33.805][1][debug][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1538] wasm log response-cache response-cache: [response-cache] [nil] [nil] cache provider is set to redis
envoy-1          | 2026-09-23T10:11:33.805700487Z [2026-09-23 10:11:33.805][1][warning][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1544] wasm log response-cache response-cache: failed to init redis: error status returned by host: bad argument, will retry after
envoy-1          | 2026-09-23T10:11:33.805713535Z [2026-09-23 10:11:33.805][1][error][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1547] wasm log response-cache response-cache: [response-cache] [nil] [nil] redis init failed, will try later
envoy-1          | 2026-09-23T10:11:33.805725427Z [2026-09-23 10:11:33.805][1][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log response-cache response-cache: [response-cache] [nil] [nil] plugin start successfully
envoy-1          | 2026-09-23T10:11:33.806322436Z [2026-09-23 10:11:33.806][1][info][config] [external/envoy/source/server/configuration_impl.cc:164] loading stats configuration
envoy-1          | 2026-09-23T10:11:33.806846272Z [2026-09-23 10:11:33.806][1][warning][main] [external/envoy/source/server/server.cc:1012] There is no configured limit to the number of allowed active downstream connections. Configure a limit in `envoy.resource_monitors.global_downstream_max_connections` resource monitor.
envoy-1          | 2026-09-23T10:11:33.806864020Z [2026-09-23 10:11:33.806][1][info][main] [external/envoy/source/server/server.cc:1051] starting main dispatch loop
envoy-1          | 2026-09-23T10:11:33.807087301Z [2026-09-23 10:11:33.807][1][info][runtime] [external/envoy/source/common/runtime/runtime_impl.cc:551] RTDS has finished initialization
envoy-1          | 2026-09-23T10:11:33.807102257Z [2026-09-23 10:11:33.807][1][info][upstream] [external/envoy/source/common/upstream/cluster_manager_impl.cc:252] cm init: all clusters initialized
envoy-1          | 2026-09-23T10:11:33.807112909Z [2026-09-23 10:11:33.807][1][info][main] [external/envoy/source/server/server.cc:1031] all clusters initialized. initializing init manager
envoy-1          | 2026-09-23T10:11:33.807122937Z [2026-09-23 10:11:33.807][1][info][config] [external/envoy/source/common/listener_manager/listener_manager_impl.cc:1012] all dependencies initialized. starting workers
envoy-1          | 2026-09-23T10:11:33.816790904Z [2026-09-23 10:11:33.816][29][debug][wasm] [external/envoy/source/extensions/common/wasm/wasm.cc:364] Thread-Local Wasm created 3 now active
envoy-1          | 2026-09-23T10:11:33.825779571Z [2026-09-23 10:11:33.825][29][debug][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1538] wasm log response-cache response-cache: [response-cache] [nil] [nil] cache provider is set to redis
envoy-1          | 2026-09-23T10:11:33.825813752Z [2026-09-23 10:11:33.825][29][warning][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1544] wasm log response-cache response-cache: failed to init redis: error status returned by host: bad argument, will retry after
envoy-1          | 2026-09-23T10:11:33.825825979Z [2026-09-23 10:11:33.825][29][error][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1547] wasm log response-cache response-cache: [response-cache] [nil] [nil] redis init failed, will try later
envoy-1          | 2026-09-23T10:11:33.825856524Z [2026-09-23 10:11:33.825][29][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log response-cache response-cache: [response-cache] [nil] [nil] plugin start successfully
envoy-1          | 2026-09-23T10:11:33.929278653Z RID=- CODE=200 DETAIL=via_upstream FLAGS=- UPSTREAM=172.27.0.2:8080
envoy-1          | 2026-09-23T10:11:33.948340825Z [2026-09-23 10:11:33.948][29][debug][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1538] wasm log response-cache response-cache response-cache: [response-cache] [nil] [2c9cf371-5815-4e12-b83c-160b2b847898] [onHttpRequestHeaders] cache key from request header: x-http-cache-key, key: timeout-r1-000
envoy-1          | 2026-09-23T10:11:33.948382026Z [2026-09-23 10:11:33.948][29][debug][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1538] wasm log response-cache response-cache response-cache: [response-cache] [nil] [2c9cf371-5815-4e12-b83c-160b2b847898] [response-cache] [CheckCacheForKey] querying cache with key: higress-audit:timeout-r1-000
envoy-1          | 2026-09-23T10:11:33.948883605Z [2026-09-23 10:11:33.948][29][debug][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1538] wasm log response-cache response-cache response-cache: redis call start, request-id: dca54306-b73c-4810-906a-bd14caa7bb0f, respQuery: KjINCiQzDQpnZXQNCiQyOA0KaGlncmVzcy1hdWRpdDp0aW1lb3V0LXIxLTAwMA0K
envoy-1          | 2026-09-23T10:11:34.049141726Z [2026-09-23 10:11:34.048][29][critical][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1550] wasm log response-cache response-cache response-cache: Error occurred while calling redis, it seems cannot connect to the redis cluster. request-id: dca54306-b73c-4810-906a-bd14caa7bb0f
envoy-1          | 2026-09-23T10:11:34.049186490Z [2026-09-23 10:11:34.048][29][info][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1541] wasm log response-cache response-cache response-cache: [response-cache] [nil] [2c9cf371-5815-4e12-b83c-160b2b847898] [response-cache] [handleCacheResponse] cache miss for key: timeout-r1-000
envoy-1          | 2026-09-23T10:11:34.049228148Z [2026-09-23 10:11:34.049][29][error][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1547] wasm log response-cache response-cache response-cache: [response-cache] [nil] [2c9cf371-5815-4e12-b83c-160b2b847898] [response-cache] [handleCacheResponse] error retrieving key: timeout-r1-000 from cache, error: cannot connect to redis cluster
envoy-1          | 2026-09-23T10:11:34.050359172Z [2026-09-23 10:11:34.050][29][debug][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1538] wasm log response-cache response-cache response-cache: [response-cache] [nil] [2c9cf371-5815-4e12-b83c-160b2b847898] SetResponseBodyBufferLimit: 10485760
envoy-1          | 2026-09-23T10:11:34.050936772Z [2026-09-23 10:11:34.050][29][debug][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1538] wasm log response-cache response-cache response-cache: redis call start, request-id: 39e4dc5d-b7f6-43a1-aaaf-4c8829f9f9ba, respQuery: KjMNCiQzDQpzZXQNCiQyOA0KaGlncmVzcy1hdWRpdDp0aW1lb3V0LXIxLTAwMA0KJDQ0DQp7InNvdXJjZSI6InVwc3RyZWFtIiwidmFsdWUiOiJmaXh0dXJlLW9ubHkifQ0K
envoy-1          | 2026-09-23T10:11:34.051004596Z [2026-09-23 10:11:34.050][29][debug][wasm] [external/envoy/source/extensions/common/wasm/context.cc:1538] wasm log response-cache response-cache response-cache: [response-cache] [nil] [2c9cf371-5815-4e12-b83c-160b2b847898] [response-cache] [cacheResponse] cache set success, key: higress-audit:timeout-r1-000, length of value: 44
